city_from,city_to,transitmode,persona,total distance,total time,total Cost,start time,transfertime,eagres time,stop 1 lat,stop 1 long,stop 2 lat,stop 2 long,stop 3 lat,stop 3 long,stop 4 lat,stop 4 long
Greater Sudbury,Hastings Highlands,3,2,384km,27h15min,$132.90,9:00 AM,2:30PM-4PM-6:50PM-10:15AM,12:15 PM,46.504838,-80.938205,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785
Greater Sudbury,London,3,3,531km,8h30min,$97.80,9:00 AM,1:35PM-3:15PM,5:30 PM,46.504838,-80.938205,43.646652,-79.384396,42.980546,-81.250705,,
Greater Sudbury,Hamilton,3,3,436km,11h50min,$77.50,9:00 AM,1:35PM-8:05PM,8:50 PM,46.504838,-80.938205,43.646652,-79.384396,43.253217,-79.869159,,
Greater Sudbury,Toronto,3,3,400km,5h30min,$65.10,9:00 AM,,2:30 PM,46.504838,-80.938205,43.646652,-79.384396,,,,
Greater Sudbury,Kitchener ,3,3,461km,8h55min,$114.60,9:00 AM,2:30PM-3:30PM,5:55 PM,46.504838,-80.938205,43.646652,-79.384396,43.449564,-80.492256,,
Greater Sudbury,Barrie,3,3,292km,8h20min,$75,9:00 AM,2:30PM-3:15PM,5:20 PM,46.504838,-80.938205,43.646652,-79.384396,44.387776,-79.690978,,
Greater Sudbury,Ottawa,3,3,484km,7h35min,$84,8:30 AM,,4:05 PM,46.504838,-80.938205,45.408603,-75.695007,,,,
Greater Sudbury,North Bay ,3,3,127km,1h45min,$35.10,8:30 AM,,10:15 AM,46.504838,-80.938205,46.313901,-79.438546,,,,
Greater Sudbury,Hastings Highlands,3,3,384km,27h15min,$152.90,9:00 AM,2:30PM-4PM-6:50PM-10:15AM,12:15 PM,46.504838,-80.938205,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785
Greater Sudbury,London,3,4,531km,8h30min,$66.20,9:00 AM,1:35PM-3:15PM,5:30 PM,46.504838,-80.938205,43.646652,-79.384396,42.980546,-81.250705,,
Greater Sudbury,Hamilton,3,4,436km,11h50min,$73.30,9:00 AM,1:35PM-8:05PM,8:50 PM,46.504838,-80.938205,43.646652,-79.384396,43.253217,-79.869159,,
Greater Sudbury,Toronto,3,4,400km,5h30min,$53.10,9:00 AM,,2:30 PM,46.504838,-80.938205,43.646652,-79.384396,,,,
Greater Sudbury,Kitchener ,3,4,461km,8h55min,$80.10,9:00 AM,2:30PM-3:30PM,5:55 PM,46.504838,-80.938205,43.646652,-79.384396,43.449564,-80.492256,,
Greater Sudbury,Barrie,3,4,292km,8h20min,$52,9:00 AM,2:30PM-3:15PM,5:20 PM,46.504838,-80.938205,43.646652,-79.384396,44.387776,-79.690978,,
Greater Sudbury,Ottawa,3,4,484km,7h35min,$68,8:30 AM,,4:05 PM,46.504838,-80.938205,45.408603,-75.695007,,,,
Greater Sudbury,North Bay ,3,4,127km,1h45min,$24.10,8:30 AM,,10:15 AM,46.504838,-80.938205,46.313901,-79.438546,,,,
Greater Sudbury,Hastings Highlands,3,4,384km,27h15min,$132.90,9:00 AM,2:30PM-4PM-6:50PM-10:15AM,12:15 PM,46.504838,-80.938205,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785
Greater Sudbury,London,3,5,531km,8h30min,$97.80,9:00 AM,1:35PM-3:15PM,5:30 PM,46.504838,-80.938205,43.646652,-79.384396,42.980546,-81.250705,,
Greater Sudbury,Hamilton,3,5,436km,11h50min,$77.50,9:00 AM,1:35PM-8:05PM,8:50 PM,46.504838,-80.938205,43.646652,-79.384396,43.253217,-79.869159,,
Greater Sudbury,Toronto,3,5,400km,5h30min,$65.10,9:00 AM,,2:30 PM,46.504838,-80.938205,43.646652,-79.384396,,,,
Greater Sudbury,Kitchener ,3,5,461km,8h55min,$114.60,9:00 AM,2:30PM-3:30PM,5:55 PM,46.504838,-80.938205,43.646652,-79.384396,43.449564,-80.492256,,
Greater Sudbury,Barrie,3,5,292km,8h20min,$75,9:00 AM,2:30PM-3:15PM,5:20 PM,46.504838,-80.938205,43.646652,-79.384396,44.387776,-79.690978,,
Greater Sudbury,Ottawa,3,5,484km,7h35min,$84,8:30 AM,,4:05 PM,46.504838,-80.938205,45.408603,-75.695007,,,,
Greater Sudbury,North Bay ,3,5,127km,1h45min,$35.10,8:30 AM,,10:15 AM,46.504838,-80.938205,46.313901,-79.438546,,,,
Greater Sudbury,Hastings Highlands,3,5,384km,27h15min,$152.90,9:00 AM,2:30PM-4PM-6:50PM-10:15AM,12:15 PM,46.504838,-80.938205,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785
Kitchener ,London,3,1,110km,1h35min,$12.21,9:00 AM,,10:35 AM,43.449564,-80.492256,42.980546,-81.250705,,,,
Kitchener ,Hamilton,3,1,66km,1h30min,$10,7:30 AM,,9:00 AM,43.449564,-80.492256,43.253217,-79.869159,,,,
Kitchener ,Toronto,3,1,109km,1h55min,$11,6:25 AM,,8:20 AM,43.449564,-80.492256,43.646652,-79.384396,,,,
Kitchener ,Greater Sudbury,3,1,463km,9h,$85.10,12:30 PM,2:30PM-4PM,9:30 PM,43.449564,-80.492256,43.646652,-79.384396,46.504838,-80.938205,,
Kitchener ,Barrie,3,1,155km,4h50min,$22.40,12:30 PM,2:30-3:15PM,5:20 PM,43.449564,-80.492256,43.646652,-79.384396,44.387776,-79.690978,,
Kitchener ,Ottawa,3,1,543km,8h20min,$100.90,5:30 AM,7:30AM-8:30AM,1:50 PM,43.449564,-80.492256,43.646652,-79.384396,45.408603,-75.695007,,
Kitchener ,North Bay ,3,1,420km,21h45min,$104.20,12:30 PM,2:30PM-4PM-9:30PM-8:30AM,10:15 AM,43.449564,-80.492256,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546
Kitchener ,Hastings Highlands,3,1,358km,40h,$81.10,8:15 PM,10:40PM-2:30PM-4:45PM-10:15AM,12:15 PM,43.449564,-80.492256,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785
Kitchener ,London,3,2,110km,1h35min,$12.21,9:00 AM,,10:35 AM,43.449564,-80.492256,42.980546,-81.250705,,,,
Kitchener ,Hamilton,3,2,66km,1h30min,$10,9:30 AM,,11:00 AM,43.449564,-80.492256,43.253217,-79.869159,,,,
Kitchener ,Toronto,3,2,109km,2h5min,$13.50,9:30 AM,,11:35 AM,43.449564,-80.492256,43.646652,-79.384396,,,,
Kitchener ,Greater Sudbury,3,2,463km,9h,$85.10,12:30 PM,2:30PM-4PM,9:30 PM,43.449564,-80.492256,43.646652,-79.384396,46.504838,-80.938205,,
Kitchener ,Barrie,3,2,155km,4h50min,$22.40,12:30 PM,2:30-3:15PM,5:20 PM,43.449564,-80.492256,43.646652,-79.384396,44.387776,-79.690978,,
Kitchener ,Ottawa,3,2,543km,8h20min,$100.90,5:30 AM,7:30AM-8:30AM,1:50 PM,43.449564,-80.492256,43.646652,-79.384396,45.408603,-75.695007,,
Kitchener ,North Bay ,3,2,420km,21h45min,$104.20,12:30 PM,2:30PM-4PM-9:30PM-8:30AM,10:15 AM,43.449564,-80.492256,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546
Kitchener ,Hastings Highlands,3,2,358km,40h,$81.10,8:15 PM,10:40PM-2:30PM-4:45PM-10:15AM,12:15 PM,43.449564,-80.492256,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785
Kitchener ,London,3,3,110km,1h35min,$17.70,9:00 AM,,10:35 AM,43.449564,-80.492256,42.980546,-81.250705,,,,
Kitchener ,Hamilton,3,3,66km,1h30min,$10,9:30 AM,,11:00 AM,43.449564,-80.492256,43.253217,-79.869159,,,,
Kitchener ,Toronto,3,3,109km,2h5min,$20.00,9:30 AM,,11:35 AM,43.449564,-80.492256,43.646652,-79.384396,,,,
Kitchener ,Greater Sudbury,3,3,463km,9h,$109.60,12:30 PM,2:30PM-4PM,9:30 PM,43.449564,-80.492256,43.646652,-79.384396,46.504838,-80.938205,,
Kitchener ,Barrie,3,3,155km,4h50min,$31.40,12:30 PM,2:30-3:15PM,5:20 PM,43.449564,-80.492256,43.646652,-79.384396,44.387776,-79.690978,,
Kitchener ,Ottawa,3,3,543km,9h,$127.40,8:00 AM,10:55AM-11:30AM,5:00 PM,43.449564,-80.492256,43.646652,-79.384396,45.408603,-75.695007,,
Kitchener ,North Bay ,3,3,420km,21h45min,$134.70,12:30 PM,2:30PM-4PM-9:30PM-8:30AM,10:15 AM,43.449564,-80.492256,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546
Kitchener ,Hastings Highlands,3,3,358km,16h,$81.10,8:15 PM,10:40PM-7:30AM-9:45AM-10:15AM,12:15 PM,43.449564,-80.492256,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785
Kitchener ,London,3,4,110km,1h35min,$12.21,9:00 AM,,10:35 AM,43.449564,-80.492256,42.980546,-81.250705,,,,
Kitchener ,Hamilton,3,4,66km,1h30min,$10,9:30 AM,,11:00 AM,43.449564,-80.492256,43.253217,-79.869159,,,,
Kitchener ,Toronto,3,4,109km,2h5min,$13.50,9:30 AM,,11:35 AM,43.449564,-80.492256,43.646652,-79.384396,,,,
Kitchener ,Greater Sudbury,3,4,463km,9h,$85.10,12:30 PM,2:30PM-4PM,9:30 PM,43.449564,-80.492256,43.646652,-79.384396,46.504838,-80.938205,,
Kitchener ,Barrie,3,4,155km,4h50min,$22.40,12:30 PM,2:30-3:15PM,5:20 PM,43.449564,-80.492256,43.646652,-79.384396,44.387776,-79.690978,,
Kitchener ,Ottawa,3,4,543km,8h20min,$100.90,5:30 AM,7:30AM-8:30AM,1:50 PM,43.449564,-80.492256,43.646652,-79.384396,45.408603,-75.695007,,
Kitchener ,North Bay ,3,4,420km,21h45min,$104.20,12:30 PM,2:30PM-4PM-9:30PM-8:30AM,10:15 AM,43.449564,-80.492256,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546
Kitchener ,Hastings Highlands,3,4,358km,40h,$81.10,8:15 PM,10:40PM-2:30PM-4:45PM-10:15AM,12:15 PM,43.449564,-80.492256,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785
Kitchener ,London,3,5,110km,1h35min,$17.70,9:00 AM,,10:35 AM,43.449564,-80.492256,42.980546,-81.250705,,,,
Kitchener ,Hamilton,3,5,66km,1h30min,$10,9:30 AM,,11:00 AM,43.449564,-80.492256,43.253217,-79.869159,,,,
Kitchener ,Toronto,3,5,109km,2h5min,$20.00,9:30 AM,,11:35 AM,43.449564,-80.492256,43.646652,-79.384396,,,,
Kitchener ,Greater Sudbury,3,5,463km,9h,$109.60,12:30 PM,2:30PM-4PM,9:30 PM,43.449564,-80.492256,43.646652,-79.384396,46.504838,-80.938205,,
Kitchener ,Barrie,3,5,155km,4h50min,$31.40,12:30 PM,2:30-3:15PM,5:20 PM,43.449564,-80.492256,43.646652,-79.384396,44.387776,-79.690978,,
Kitchener ,Ottawa,3,5,543km,9h,$127.40,8:00 AM,10:55AM-11:30AM,5:00 PM,43.449564,-80.492256,43.646652,-79.384396,45.408603,-75.695007,,
Kitchener ,North Bay ,3,5,420km,21h45min,$134.70,12:30 PM,2:30PM-4PM-9:30PM-8:30AM,10:15 AM,43.449564,-80.492256,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546
Kitchener ,Hastings Highlands,3,5,358km,16h,$81.10,8:15 PM,10:40PM-7:30AM-9:45AM-10:15AM,12:15 PM,43.449564,-80.492256,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785
Barrie,London,3,1,253km,5h,$56.50,5:30 AM,7:05AM-8AM,10:30 AM,44.387776,-79.690978,43.646652,-79.384396,42.980546,-81.250705,,
Barrie,Hamilton,3,1,144km,6h,$31.70,5:30 AM,7:05AM-10AM,11:30 AM,44.387776,-79.690978,43.646652,-79.384396,43.253217,-79.869159,,
Barrie,Toronto,3,1,109km,1h35min,$12,5:30 AM,,7:05 AM,44.387776,-79.690978,43.646652,-79.384396,,,,
Barrie,Greater Sudbury,3,1,292km,9h40min,$55,11:50 AM,1:30PM-4PM,9:30 PM,44.387776,-79.690978,43.646652,-79.384396,46.504838,-80.938205,,
Barrie,Kitchener ,3,1,154km,4h55min,$19.90,5:30 AM,7:05AM-8:30AM,10:25 AM,44.387776,-79.690978,43.646652,-79.384396,43.449564,-80.492256,,
Barrie,Ottawa,3,1,412km,8h20,$87.20,5:30 AM,7:05AM-8:30AM,1:50 PM,44.387776,-79.690978,43.646652,-79.384396,45.408603,-75.695007,,
Barrie,North Bay ,3,1,249km,22h25min,$50.50,11:50 AM,1:30PM-4PM-9:30PM-8:30AM,10:15 AM,44.387776,-79.690978,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546
Barrie,Hastings Highlands,3,1,272km,17h,$81.10,7:15 PM,8:50PM-7:30AM-9:45-10:15AM,12:15 PM,44.387776,-79.690978,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785
Barrie,London,3,2,253km,5h,$56.50,5:30 AM,7:05AM-8AM,10:30 AM,44.387776,-79.690978,43.646652,-79.384396,42.980546,-81.250705,,
Barrie,Hamilton,3,2,144km,6h,$31.70,5:30 AM,7:05AM-10AM,11:30 AM,44.387776,-79.690978,43.646652,-79.384396,43.253217,-79.869159,,
Barrie,Toronto,3,2,109km,1h40min,$13,11:50 AM,,1:30 PM,44.387776,-79.690978,43.646652,-79.384396,,,,
Barrie,Greater Sudbury,3,2,292km,9h40min,$55,11:50 AM,1:30PM-4PM,9:30 PM,44.387776,-79.690978,43.646652,-79.384396,46.504838,-80.938205,,
Barrie,Kitchener ,3,2,154km,5h10min,$22.40,11:50 AM,1:30PM-2PM,5:00 PM,44.387776,-79.690978,43.646652,-79.384396,43.449564,-80.492256,,
Barrie,Ottawa,3,2,412km,8h20,$87.20,5:30 AM,7:05AM-8:30AM,1:50 PM,44.387776,-79.690978,43.646652,-79.384396,45.408603,-75.695007,,
Barrie,North Bay ,3,2,249km,22h25min,$50.50,11:50 AM,1:30PM-4PM-9:30PM-8:30AM,10:15 AM,44.387776,-79.690978,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546
Barrie,Hastings Highlands,3,2,272km,17h,$81.10,7:15 PM,8:50PM-7:30AM-9:45-10:15AM,12:15 PM,44.387776,-79.690978,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785
Barrie,London,3,3,253km,5h40min,$53.20,11:50 AM,1:30PM-2:30PM,5:30 PM,44.387776,-79.690978,43.646652,-79.384396,42.980546,-81.250705,,
Barrie,Hamilton,3,3,144km,9h,$43.20,11:50 AM,1:30PM-2:30PM-3:15PM-8:05PM,8:50 PM,44.387776,-79.690978,43.646652,-79.384396,43.646652,-79.384396,43.253217,-79.869159
Barrie,Toronto,3,3,109km,1h40min,$18,11:50 AM,,1:30 PM,44.387776,-79.690978,43.646652,-79.384396,,,,
Barrie,Greater Sudbury,3,3,292km,9h40min,$71,11:50 AM,1:30PM-4PM,9:30 PM,44.387776,-79.690978,43.646652,-79.384396,46.504838,-80.938205,,
Barrie,Kitchener ,3,3,154km,5h10min,$31.40,11:50 AM,1:30PM-2PM,5:00 PM,44.387776,-79.690978,43.646652,-79.384396,43.449564,-80.492256,,
Barrie,Ottawa,3,3,412km,8h10min,$101.20,11:50 AM,1:30PM-2:30PM,8:00 PM,44.387776,-79.690978,43.646652,-79.384396,45.408603,-75.695007,,
Barrie,North Bay ,3,3,249km,22h25min,$65.00,11:50 AM,1:30PM-4PM-9:30PM-8:30AM,10:15 AM,44.387776,-79.690978,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546
Barrie,Hastings Highlands,3,3,272km,24h25min,$64.80,11:50 AM,1:30PM-2:30PM-4:45PM-10:15AM,12:15 PM,44.387776,-79.690978,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785
Barrie,London,3,4,253km,5h,$56.50,5:30 AM,7:05AM-8AM,10:30 AM,44.387776,-79.690978,43.646652,-79.384396,42.980546,-81.250705,,
Barrie,Hamilton,3,4,144km,6h,$31.70,5:30 AM,7:05AM-10AM,11:30 AM,44.387776,-79.690978,43.646652,-79.384396,43.253217,-79.869159,,
Barrie,Toronto,3,4,109km,1h40min,$13,11:50 AM,,1:30 PM,44.387776,-79.690978,43.646652,-79.384396,,,,
Barrie,Greater Sudbury,3,4,292km,9h40min,$55,11:50 AM,1:30PM-4PM,9:30 PM,44.387776,-79.690978,43.646652,-79.384396,46.504838,-80.938205,,
Barrie,Kitchener ,3,4,154km,5h10min,$22.40,11:50 AM,1:30PM-2PM,5:00 PM,44.387776,-79.690978,43.646652,-79.384396,43.449564,-80.492256,,
Barrie,Ottawa,3,4,412km,8h20,$87.20,5:30 AM,7:05AM-8:30AM,1:50 PM,44.387776,-79.690978,43.646652,-79.384396,45.408603,-75.695007,,
Barrie,North Bay ,3,4,249km,22h25min,$50.50,11:50 AM,1:30PM-4PM-9:30PM-8:30AM,10:15 AM,44.387776,-79.690978,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546
Barrie,Hastings Highlands,3,4,272km,17h,$81.10,7:15 PM,8:50PM-7:30AM-9:45-10:15AM,12:15 PM,44.387776,-79.690978,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785
Barrie,London,3,5,253km,5h40min,$53.20,11:50 AM,1:30PM-2:30PM,5:30 PM,44.387776,-79.690978,43.646652,-79.384396,42.980546,-81.250705,,
Barrie,Hamilton,3,5,144km,9h,$43.20,11:50 AM,1:30PM-2:30PM-3:15PM-8:05PM,8:50 PM,44.387776,-79.690978,43.646652,-79.384396,43.646652,-79.384396,43.253217,-79.869159
Barrie,Toronto,3,5,109km,1h40min,$18,11:50 AM,,1:30 PM,44.387776,-79.690978,43.646652,-79.384396,,,,
Barrie,Greater Sudbury,3,5,292km,9h40min,$71,11:50 AM,1:30PM-4PM,9:30 PM,44.387776,-79.690978,43.646652,-79.384396,46.504838,-80.938205,,
Barrie,Kitchener ,3,5,154km,5h10min,$31.40,11:50 AM,1:30PM-2PM,5:00 PM,44.387776,-79.690978,43.646652,-79.384396,43.449564,-80.492256,,
Barrie,Ottawa,3,5,412km,8h10min,$101.20,11:50 AM,1:30PM-2:30PM,8:00 PM,44.387776,-79.690978,43.646652,-79.384396,45.408603,-75.695007,,
Barrie,North Bay ,3,5,249km,22h25min,$65.00,11:50 AM,1:30PM-4PM-9:30PM-8:30AM,10:15 AM,44.387776,-79.690978,43.646652,-79.384396,46.504838,-80.938205,46.313901,-79.438546
Barrie,Hastings Highlands,3,5,272km,24h25min,$64.80,11:50 AM,1:30PM-2:30PM-4:45PM-10:15AM,12:15 PM,44.387776,-79.690978,43.646652,-79.384396,44.304691,-78.323045,45.231021,-77.937785
Ottawa,London,3,1,580km,9h45min,$75,12:45 AM,6AM-8AM,10:30 AM,45.408603,-75.695007,43.646652,-79.384396,42.980546,-81.250705,,
Ottawa,Hamilton,3,1,476km,10h45min,$65,12:45 AM,6AM-10AM,11:30 AM,45.408603,-75.695007,43.646652,-79.384396,43.253217,-79.869159,,
Ottawa,Toronto,3,1,450km,5h15min,$41,12:45 AM,,6:00 AM,45.408603,-75.695007,43.646652,-79.384396,,,,
Ottawa,Greater Sudbury,3,1,484km,7h45min,$56,10:00 AM,,5:45 PM,45.408603,-75.695007,46.504838,-80.938205,,,,
Ottawa,Kitchener ,3,1,502km,8h15min,$84.90,12:45 AM,6AM-6:45AM,9:00 AM,45.408603,-75.695007,43.646652,-79.384396,43.449564,-80.492256,,
Ottawa,Barrie,3,1,412km,10h20min,$87.20,7:00 AM,1:05PM-3:15PM,5:20 PM,45.408603,-75.695007,43.646652,-79.384396,44.387776,-79.690978,,
Ottawa,North Bay ,3,1,358km,5h20min,$59,10:00 AM,,3:20 PM,45.408603,-75.695007,46.313901,-79.438546,,,,
Ottawa,Hastings Highlands,3,1,289km,6h40min,$58.60,10:00 AM,12:05-2:30PM,4:40 PM,45.408603,-75.695007,45.826667,-77.110761,45.231021,-77.937785,,
Ottawa,London,3,2,580km,9h45min,$75,12:45 AM,6AM-8AM,10:30 AM,45.408603,-75.695007,43.646652,-79.384396,42.980546,-81.250705,,
Ottawa,Hamilton,3,2,476km,10h45min,$65,12:45 AM,6AM-10AM,11:30 AM,45.408603,-75.695007,43.646652,-79.384396,43.253217,-79.869159,,
Ottawa,Toronto,3,2,450km,6h5min,$51.50,7:00 AM,,1:05 PM,45.408603,-75.695007,43.646652,-79.384396,,,,
Ottawa,Greater Sudbury,3,2,484km,7h45min,$56,10:00 AM,,5:45 PM,45.408603,-75.695007,46.504838,-80.938205,,,,
Ottawa,Kitchener ,3,2,502km,10h,$100.90,7:00 AM,1:05PM-2PM,5:00 PM,45.408603,-75.695007,43.646652,-79.384396,43.449564,-80.492256,,
Ottawa,Barrie,3,2,412km,10h20min,$87.20,7:00 AM,1:05PM-3:15PM,5:20 PM,45.408603,-75.695007,43.646652,-79.384396,44.387776,-79.690978,,
Ottawa,North Bay ,3,2,358km,5h20min,$59,10:00 AM,,3:20 PM,45.408603,-75.695007,46.313901,-79.438546,,,,
Ottawa,Hastings Highlands,3,2,289km,6h40min,$58.60,10:00 AM,12:05-2:30PM,4:40 PM,45.408603,-75.695007,45.826667,-77.110761,45.231021,-77.937785,,
Ottawa,London,3,3,580km,9h45min,$113,12:45 AM,6AM-8AM,10:30 AM,45.408603,-75.695007,43.646652,-79.384396,42.980546,-81.250705,,
Ottawa,Hamilton,3,3,476km,7h50min,$80,1:00 PM,5:40PM-7:15PM,8:50 PM,45.408603,-75.695007,43.775108,-79.254744,43.253217,-79.869159,,
Ottawa,Toronto,3,3,450km,6h5min,$55.00,7:00 AM,,1:05 PM,45.408603,-75.695007,43.646652,-79.384396,,,,
Ottawa,Greater Sudbury,3,3,484km,7h45min,$88,10:00 AM,,5:45 PM,45.408603,-75.695007,46.504838,-80.938205,,,,
Ottawa,Kitchener ,3,3,502km,10h,$127.40,7:00 AM,1:05PM-2PM,5:00 PM,45.408603,-75.695007,43.646652,-79.384396,43.449564,-80.492256,,
Ottawa,Barrie,3,3,412km,10h20min,$110.20,7:00 AM,1:05PM-3:15PM,5:20 PM,45.408603,-75.695007,43.646652,-79.384396,44.387776,-79.690978,,
Ottawa,North Bay ,3,3,358km,5h20min,$89,10:00 AM,,3:20 PM,45.408603,-75.695007,46.313901,-79.438546,,,,
Ottawa,Hastings Highlands,3,3,289km,6h40min,$58.60,10:00 AM,12:05-2:30PM,4:40 PM,45.408603,-75.695007,45.826667,-77.110761,45.231021,-77.937785,,
Ottawa,London,3,4,580km,9h45min,$75,12:45 AM,6AM-8AM,10:30 AM,45.408603,-75.695007,43.646652,-79.384396,42.980546,-81.250705,,
